,Code_commune,COM,long,lat
3312,08130,Contreuve,4.623342,49.361441
3313,08131,Cornay,4.948663,49.300689
3314,08131,Cornay,4.948663,49.300689
3315,08132,Corny-Machéroménil,4.442787,49.577965
3316,08133,Coucy,4.457489,49.50404
3317,08133,Coucy,4.457489,49.50404
3318,08134,Coulommes-et-Marqueny,4.580509999999999,49.434841999999996
3319,08134,Coulommes-et-Marqueny,4.580509999999999,49.434841999999996
3320,08135,La Croix-aux-Bois,4.792717,49.402268
3321,08135,La Croix-aux-Bois,4.792717,49.402268
3322,08136,Daigny,4.991586,49.703265
3323,08136,Daigny,4.991586,49.703265
3324,08137,Damouzy,4.675522,49.7974869
3325,08137,Damouzy,4.675522,49.7974869
3326,08138,Les Deux-Villes,5.2308449999999995,49.649907
3327,08138,Les Deux-Villes,5.2308449999999995,49.649907
3328,08139,Deville,4.7051940000000005,49.879771000000005
3329,08139,Deville,4.7051940000000005,49.879771000000005
3330,08140,Dom-le-Mesnil,4.807136,49.689009000000006
3331,08140,Dom-le-Mesnil,4.807136,49.689009000000006
3332,08141,Dommery,4.473623,49.676018
3333,08141,Dommery,4.473623,49.676018
3334,08142,Donchery,4.874669,49.694909
3335,08142,Donchery,4.874669,49.694909
3336,08144,Doux,4.432601,49.505795899999995
3337,08144,Doux,4.432601,49.505795899999995
3338,08145,Douzy,5.042097,49.670682
3339,08145,Douzy,5.042097,49.670682
3340,08146,Draize,4.334448,49.657857
3341,08146,Draize,4.334448,49.657857
3342,08147,Dricourt,4.5136,49.3961
3343,08147,Dricourt,4.5136,49.3961
3344,08148,L' Écaille,4.211661,49.4175309
3345,08148,L' Écaille,4.211661,49.4175309
3346,08149,L' Échelle,4.473517,49.800698
3347,08150,Écly,4.289183,49.543906
3348,08150,Écly,4.289183,49.543906
3349,08151,Écordal,4.581358,49.527211
3350,08151,Écordal,4.581358,49.527211
3351,08153,Escombres-et-le-Chesnois,5.135622,49.703413
3352,08153,Escombres-et-le-Chesnois,5.135622,49.703413
3353,08155,Étalle,4.443917,49.846962
3354,08156,Éteignières,4.388973,49.885975
3355,08156,Éteignières,4.388973,49.885975
3356,08158,Étrépigny,4.753669,49.684893
3357,08158,Étrépigny,4.753669,49.684893
3358,08160,Évigny,4.672738,49.730802000000004
3359,08160,Évigny,4.672738,49.730802000000004
3360,08161,Exermont,5.0058809,49.294757000000004
3361,08162,Fagnon,4.636675,49.735425899999996
3362,08162,Fagnon,4.636675,49.735425899999996
3363,08163,Faissault,4.511811,49.607642
3364,08164,Falaise,4.728958,49.378136
3365,08164,Falaise,4.728958,49.378136
3366,08166,Fépin,4.726780000000001,50.019143
3367,08166,Fépin,4.726780000000001,50.019143
3368,08167,La Férée,4.302258999999999,49.762694
3369,08167,La Férée,4.302258999999999,49.762694
3370,08168,La Ferté-sur-Chiers,5.241191000000001,49.575631
3371,08170,Fleigneux,4.947871,49.747839
3372,08170,Fleigneux,4.947871,49.747839
3373,08171,Fléville,4.9694269,49.305135
3374,08172,Fligny,4.264543,49.881374
3375,08172,Fligny,4.264543,49.881374
3376,08173,Flize,4.771428,49.69525
3377,08173,Flize,4.771428,49.69525
3378,08174,Floing,4.929833,49.722278
3379,08174,Floing,4.929833,49.722278
3380,08175,Foisches,4.777718,50.127646
3381,08176,Fossé,5.004143,49.445578000000005
3382,08178,Fraillicourt,4.1619339,49.666887
3383,08178,Fraillicourt,4.1619339,49.666887
3384,08179,Francheval,5.0488799,49.701109
3385,08179,Francheval,5.0488799,49.701109
3386,08180,La Francheville,4.712943,49.728969899999996
3387,08182,Le Fréty,4.282277,49.739509000000005
3388,08183,Fromelennes,4.8592129,50.122013
3389,08183,Fromelennes,4.8592129,50.122013
3390,08184,Fromy,5.249791,49.596284000000004
3391,08184,Fromy,5.249791,49.596284000000004
3392,08185,Fumay,4.705971,49.994464
3393,08186,Germont,4.8767830000000005,49.436780999999996
3394,08186,Germont,4.8767830000000005,49.436780999999996
3395,08187,Gernelle,4.817491,49.767745
3396,08187,Gernelle,4.817491,49.767745
3397,08188,Gespunsart,4.828969,49.821439
3398,08188,Gespunsart,4.828969,49.821439
3399,08189,Girondelle,4.390852,49.846532
3400,08189,Girondelle,4.390852,49.846532
3401,08190,Givet,4.824387000000001,50.136386
3402,08190,Givet,4.824387000000001,50.136386
3403,08191,Givonne,4.987588,49.719716999999996
3404,08193,Givry,4.536176,49.489899
3405,08193,Givry,4.536176,49.489899
3406,08194,Glaire,4.913349,49.711489
3407,08194,Glaire,4.913349,49.711489
3408,08195,Gomont,4.1617559,49.500518
3409,08196,Grandchamp,4.398048,49.644411
3410,08196,Grandchamp,4.398048,49.644411
3411,08198,Grandpré,4.870649,49.341145000000004
3412,08198,Grandpré,4.870649,49.341145000000004
3413,08199,La Grandville,4.801474,49.784449
3414,08199,La Grandville,4.801474,49.784449
3415,08200,Grivy-Loisy,4.6325649,49.417506
3416,08201,Gruyères,4.6017789,49.710588
3417,08202,Gué-d'Hossus,4.533468,49.956176
3418,08203,Guignicourt-sur-Vence,4.651268,49.680495
3419,08206,Ham-les-Moines,4.5982970000000005,49.795097
3420,08207,Ham-sur-Meuse,4.7801800000000005,50.11013
3421,08209,Hannogne-Saint-Martin,4.829554,49.672745899999995
3422,08210,Hannogne-Saint-Rémy,4.142156,49.60545
3423,08210,Hannogne-Saint-Rémy,4.142156,49.60545
3424,08211,Haraucourt,4.959388,49.622541
3425,08211,Haraucourt,4.959388,49.622541
3426,08212,Harcy,4.562011,49.836728
3427,08214,Hargnies,4.791574,50.020083
3428,08214,Hargnies,4.791574,50.020083
3429,08215,Harricourt,4.931267,49.434442
3430,08216,Haudrecy,4.615375,49.785092999999996
3431,08216,Haudrecy,4.615375,49.785092999999996
3432,08217,Haulmé,4.785938,49.860628999999996
3433,08217,Haulmé,4.785938,49.860628999999996
3434,08218,Les Hautes-Rivières,4.84195,49.8839479
3435,08218,Les Hautes-Rivières,4.84195,49.8839479
